vessel_id,vessel_name,vessel_type,vessel_age_years,vessel_capacity_teu,date,year,month,charter_rate_usd_day,charter_type,charterer_name,operating_days,off_hire_days,utilization_rate_pct,gross_revenue_usd,opex_usd,voyage_costs_usd,ebitda_usd,tce_usd_day,opex_per_day_usd,profit_margin_pct
V002,Aegean Fortune,Feeder,21,1400,2024-12-01,2024,12,11630,Time Charter,Maersk Line,27.0,3.0,90.13,314010.0,239970.0,0.0,74040.0,10467.0,7999,23.58
V003,Olympian Star,Feeder,3,1500,2008-01-01,2008,1,15978,Spot,HMM,27.5,2.5,91.61,439395.0,126510.0,7584.0,305301.0,14393.7,4217,69.48
V003,Olympian Star,Feeder,3,1500,2008-02-01,2008,2,15796,Time Charter,MSC,28.1,1.9,93.63,443868.0,125910.0,0.0,317958.0,14795.6,4197,71.63
V003,Olympian Star,Feeder,3,1500,2008-03-01,2008,3,16088,Spot,Sinokor Merchant Marine,27.4,2.6,91.24,440811.0,126300.0,5272.0,309239.0,14517.97,4210,70.15
V003,Olympian Star,Feeder,3,1500,2008-04-01,2008,4,16995,Time Charter,CMA CGM,27.8,2.2,92.55,472461.0,132840.0,0.0,339621.0,15748.7,4428,71.88
V003,Olympian Star,Feeder,3,1500,2008-05-01,2008,5,17153,Time Charter,MSC,27.5,2.5,91.56,471708.0,134190.0,0.0,337518.0,15723.6,4473,71.55
V003,Olympian Star,Feeder,3,1500,2008-06-01,2008,6,18112,Time Charter,PIL,28.3,1.7,94.26,512570.0,133380.0,0.0,379190.0,17085.67,4446,73.98
V003,Olympian Star,Feeder,3,1500,2008-07-01,2008,7,18233,Time Charter,MSC,27.3,2.7,91.16,497761.0,126810.0,0.0,370951.0,16592.03,4227,74.52
V003,Olympian Star,Feeder,3,1500,2008-08-01,2008,8,18386,Time Charter,Wan Hai Lines,28.2,1.8,94.11,518485.0,129930.0,0.0,388555.0,17282.83,4331,74.94
V003,Olympian Star,Feeder,3,1500,2008-09-01,2008,9,16494,Spot,Sinokor Merchant Marine,27.6,2.4,92.07,455234.0,126600.0,4440.0,324194.0,15026.47,4220,71.21
V003,Olympian Star,Feeder,3,1500,2008-10-01,2008,10,13257,Time Charter,COSCO Shipping,28.2,1.8,94.08,373847.0,132540.0,0.0,241307.0,12461.57,4418,64.55
V003,Olympian Star,Feeder,3,1500,2008-11-01,2008,11,10727,Spot,ONE (Ocean Network Express),27.3,2.7,91.01,292847.0,135900.0,4912.0,152035.0,9597.83,4530,51.92
V003,Olympian Star,Feeder,3,1500,2008-12-01,2008,12,7503,Spot,MSC,26.6,3.4,88.74,199580.0,125220.0,5708.0,68652.0,6462.4,4174,34.4
V003,Olympian Star,Feeder,4,1500,2009-01-01,2009,1,2649,Time Charter,Pacific International Lines,24.3,5.7,80.98,64371.0,128640.0,0.0,-64269.0,2145.7,4288,-99.84
V003,Olympian Star,Feeder,4,1500,2009-02-01,2009,2,3143,Time Charter,PIL,24.5,5.5,81.62,77004.0,134400.0,0.0,-57396.0,2566.8,4480,-74.54
V003,Olympian Star,Feeder,4,1500,2009-03-01,2009,3,2969,Time Charter,COSCO Shipping,24.1,5.9,80.46,71553.0,139590.0,0.0,-68037.0,2385.1,4653,-95.09
V003,Olympian Star,Feeder,4,1500,2009-04-01,2009,4,3770,Time Charter,PIL,25.2,4.8,83.95,95004.0,132660.0,0.0,-37656.0,3166.8,4422,-39.64
V003,Olympian Star,Feeder,4,1500,2009-05-01,2009,5,3618,Time Charter,PIL,24.5,5.5,81.79,88641.0,136380.0,0.0,-47739.0,2954.7,4546,-53.86
V003,Olympian Star,Feeder,4,1500,2009-06-01,2009,6,3938,Spot,Maersk Line,25.3,4.7,84.28,99631.0,136290.0,7272.0,-43931.0,3078.63,4543,-44.09
V003,Olympian Star,Feeder,4,1500,2009-07-01,2009,7,4061,Time Charter,PIL,26.5,3.5,88.44,107616.0,136380.0,0.0,-28764.0,3587.2,4546,-26.73
V003,Olympian Star,Feeder,4,1500,2009-08-01,2009,8,5091,Time Charter,MSC,26.8,3.2,89.46,136439.0,128070.0,0.0,8369.0,4547.97,4269,6.13
V003,Olympian Star,Feeder,4,1500,2009-09-01,2009,9,4639,Time Charter,ONE (Ocean Network Express),26.6,3.4,88.8,123397.0,136800.0,0.0,-13403.0,4113.23,4560,-10.86
V003,Olympian Star,Feeder,4,1500,2009-10-01,2009,10,4494,Time Charter,Wan Hai Lines,27.0,3.0,89.84,121338.0,133470.0,0.0,-12132.0,4044.6,4449,-10.0
V003,Olympian Star,Feeder,4,1500,2009-11-01,2009,11,5324,Spot,PIL,26.8,3.2,89.4,142683.0,137490.0,7443.0,-2250.0,4508.0,4583,-1.58
V003,Olympian Star,Feeder,4,1500,2009-12-01,2009,12,4860,Time Charter,PIL,26.4,3.6,88.12,128304.0,142830.0,0.0,-14526.0,4276.8,4761,-11.32
V003,Olympian Star,Feeder,5,1500,2010-01-01,2010,1,5054,Time Charter,HMM,26.3,3.7,87.6,132920.0,141360.0,0.0,-8440.0,4430.67,4712,-6.35
V003,Olympian Star,Feeder,5,1500,2010-02-01,2010,2,4522,Spot,Hapag-Lloyd,26.8,3.2,89.28,121190.0,136740.0,4028.0,-19578.0,3905.4,4558,-16.15
V003,Olympian Star,Feeder,5,1500,2010-03-01,2010,3,4928,Time Charter,Pacific International Lines,26.0,4.0,86.55,128128.0,136980.0,0.0,-8852.0,4270.93,4566,-6.91
V003,Olympian Star,Feeder,5,1500,2010-04-01,2010,4,5605,Time Charter,Evergreen Marine,26.1,3.9,87.05,146290.0,140010.0,0.0,6280.0,4876.33,4667,4.29
V003,Olympian Star,Feeder,5,1500,2010-05-01,2010,5,5919,Time Charter,COSCO Shipping,26.8,3.2,89.32,158629.0,131820.0,0.0,26809.0,5287.63,4394,16.9
V003,Olympian Star,Feeder,5,1500,2010-06-01,2010,6,5886,Time Charter,Wan Hai Lines,26.7,3.3,88.89,157156.0,139770.0,0.0,17386.0,5238.53,4659,11.06
V003,Olympian Star,Feeder,5,1500,2010-07-01,2010,7,6009,Time Charter,Zim Integrated Shipping,26.3,3.7,87.57,158037.0,131850.0,0.0,26187.0,5267.9,4395,16.57
V003,Olympian Star,Feeder,5,1500,2010-08-01,2010,8,6117,Time Charter,Hapag-Lloyd,26.1,3.9,86.98,159654.0,133260.0,0.0,26394.0,5321.8,4442,16.53
V003,Olympian Star,Feeder,5,1500,2010-09-01,2010,9,5824,Time Charter,COSCO Shipping,25.8,4.2,86.14,150259.0,132270.0,0.0,17989.0,5008.63,4409,11.97
V003,Olympian Star,Feeder,5,1500,2010-10-01,2010,10,6292,Time Charter,Evergreen Marine,26.1,3.9,86.99,164221.0,135600.0,0.0,28621.0,5474.03,4520,17.43
V003,Olympian Star,Feeder,5,1500,2010-11-01,2010,11,6526,Time Charter,ONE (Ocean Network Express),26.9,3.1,89.68,175549.0,137850.0,0.0,37699.0,5851.63,4595,21.47
V003,Olympian Star,Feeder,5,1500,2010-12-01,2010,12,7174,Spot,CMA CGM,25.7,4.3,85.57,184372.0,132210.0,6043.0,46119.0,5944.3,4407,25.01
V003,Olympian Star,Feeder,6,1500,2011-01-01,2011,1,6773,Spot,Wan Hai Lines,26.1,3.9,86.84,176775.0,143730.0,5670.0,27375.0,5703.5,4791,15.49
V003,Olympian Star,Feeder,6,1500,2011-02-01,2011,2,6094,Spot,Wan Hai Lines,26.5,3.5,88.26,161491.0,134640.0,4888.0,21963.0,5220.1,4488,13.6
V003,Olympian Star,Feeder,6,1500,2011-03-01,2011,3,6907,Time Charter,Evergreen Marine,26.4,3.6,88.09,182345.0,138450.0,0.0,43895.0,6078.17,4615,24.07
V003,Olympian Star,Feeder,6,1500,2011-04-01,2011,4,6688,Spot,Yang Ming,26.1,3.9,86.89,174557.0,136500.0,4479.0,33578.0,5669.27,4550,19.24
V003,Olympian Star,Feeder,6,1500,2011-05-01,2011,5,6669,Time Charter,Hapag-Lloyd,26.1,3.9,87.15,174061.0,133950.0,0.0,40111.0,5802.03,4465,23.04
V003,Olympian Star,Feeder,6,1500,2011-06-01,2011,6,7228,Time Charter,Pacific International Lines,27.3,2.7,90.93,197324.0,141000.0,0.0,56324.0,6577.47,4700,28.54
V003,Olympian Star,Feeder,6,1500,2011-07-01,2011,7,7383,Time Charter,KMTC,26.3,3.7,87.66,194173.0,135210.0,0.0,58963.0,6472.43,4507,30.37
V003,Olympian Star,Feeder,6,1500,2011-08-01,2011,8,7438,Time Charter,Pacific International Lines,26.4,3.6,88.1,196363.0,141630.0,0.0,54733.0,6545.43,4721,27.87
V003,Olympian Star,Feeder,6,1500,2011-09-01,2011,9,6946,Time Charter,MSC,26.8,3.2,89.33,186153.0,142950.0,0.0,43203.0,6205.1,4765,23.21
V003,Olympian Star,Feeder,6,1500,2011-10-01,2011,10,7186,Time Charter,Maersk Line,26.3,3.7,87.75,188992.0,136080.0,0.0,52912.0,6299.73,4536,28.0
V003,Olympian Star,Feeder,6,1500,2011-11-01,2011,11,7463,Time Charter,Yang Ming,27.1,2.9,90.37,202247.0,138780.0,0.0,63467.0,6741.57,4626,31.38
V003,Olympian Star,Feeder,6,1500,2011-12-01,2011,12,7790,Spot,PIL,26.4,3.6,87.94,205656.0,140280.0,5350.0,60026.0,6676.87,4676,29.19
V003,Olympian Star,Feeder,7,1500,2012-01-01,2012,1,6900,Time Charter,PIL,26.5,3.5,88.23,182850.0,144720.0,0.0,38130.0,6095.0,4824,20.85
V003,Olympian Star,Feeder,7,1500,2012-02-01,2012,2,6889,Time Charter,MSC,26.4,3.6,87.88,181870.0,139470.0,0.0,42400.0,6062.33,4649,23.31
V003,Olympian Star,Feeder,7,1500,2012-03-01,2012,3,6473,Spot,MSC,26.3,3.7,87.73,170240.0,143040.0,7772.0,19428.0,5415.6,4768,11.41
V003,Olympian Star,Feeder,7,1500,2012-04-01,2012,4,6301,Time Charter,HMM,26.3,3.7,87.79,165716.0,145740.0,0.0,19976.0,5523.87,4858,12.05
V003,Olympian Star,Feeder,7,1500,2012-05-01,2012,5,6868,Time Charter,COSCO Shipping,26.7,3.3,89.01,183376.0,141990.0,0.0,41386.0,6112.53,4733,22.57
V003,Olympian Star,Feeder,7,1500,2012-06-01,2012,6,6957,Time Charter,HMM,26.5,3.5,88.39,184360.0,137070.0,0.0,47290.0,6145.33,4569,25.65
V003,Olympian Star,Feeder,7,1500,2012-07-01,2012,7,6379,Time Charter,Evergreen Marine,26.6,3.4,88.53,169681.0,147780.0,0.0,21901.0,5656.03,4926,12.91
V003,Olympian Star,Feeder,7,1500,2012-08-01,2012,8,6584,Time Charter,CMA CGM,26.4,3.6,88.06,173818.0,149160.0,0.0,24658.0,5793.93,4972,14.19
V003,Olympian Star,Feeder,7,1500,2012-09-01,2012,9,6321,Time Charter,Pacific International Lines,25.9,4.1,86.45,163714.0,137730.0,0.0,25984.0,5457.13,4591,15.87
V003,Olympian Star,Feeder,7,1500,2012-10-01,2012,10,5895,Time Charter,Hapag-Lloyd,25.8,4.2,86.15,152091.0,144660.0,0.0,7431.0,5069.7,4822,4.89
V003,Olympian Star,Feeder,7,1500,2012-11-01,2012,11,6085,Time Charter,Pacific International Lines,26.3,3.7,87.53,160036.0,139500.0,0.0,20536.0,5334.53,4650,12.83
V003,Olympian Star,Feeder,7,1500,2012-12-01,2012,12,6357,Time Charter,MSC,26.5,3.5,88.34,168460.0,142050.0,0.0,26410.0,5615.33,4735,15.68
V003,Olympian Star,Feeder,8,1500,2013-01-01,2013,1,5860,Time Charter,Pacific International Lines,26.4,3.6,88.02,154704.0,144690.0,0.0,10014.0,5156.8,4823,6.47
V003,Olympian Star,Feeder,8,1500,2013-02-01,2013,2,6416,Time Charter,COSCO Shipping,26.8,3.2,89.22,171949.0,143340.0,0.0,28609.0,5731.63,4778,16.64
V003,Olympian Star,Feeder,8,1500,2013-03-01,2013,3,5053,Spot,Hapag-Lloyd,26.3,3.7,87.51,132894.0,141060.0,5293.0,-13459.0,4253.37,4702,-10.13
V003,Olympian Star,Feeder,8,1500,2013-04-01,2013,4,6237,Time Charter,Evergreen Marine,25.8,4.2,86.03,160915.0,149220.0,0.0,11695.0,5363.83,4974,7.27
V003,Olympian Star,Feeder,8,1500,2013-05-01,2013,5,6061,Time Charter,CMA CGM,26.8,3.2,89.38,162435.0,138150.0,0.0,24285.0,5414.5,4605,14.95
V003,Olympian Star,Feeder,8,1500,2013-06-01,2013,6,5884,Time Charter,Yang Ming,26.4,3.6,88.13,155338.0,144900.0,0.0,10438.0,5177.93,4830,6.72
V003,Olympian Star,Feeder,8,1500,2013-07-01,2013,7,6090,Time Charter,Sinokor Merchant Marine,26.3,3.7,87.61,160167.0,140070.0,0.0,20097.0,5338.9,4669,12.55
V003,Olympian Star,Feeder,8,1500,2013-08-01,2013,8,5469,Spot,HMM,25.9,4.1,86.32,141647.0,150060.0,6075.0,-14488.0,4519.07,5002,-10.23
V003,Olympian Star,Feeder,8,1500,2013-09-01,2013,9,6097,Spot,Zim Integrated Shipping,26.8,3.2,89.42,163400.0,144780.0,6812.0,11808.0,5219.6,4826,7.23
V003,Olympian Star,Feeder,8,1500,2013-10-01,2013,10,6346,Time Charter,Evergreen Marine,26.2,3.8,87.4,166265.0,144810.0,0.0,21455.0,5542.17,4827,12.9
V003,Olympian Star,Feeder,8,1500,2013-11-01,2013,11,6760,Time Charter,PIL,26.6,3.4,88.6,179816.0,145890.0,0.0,33926.0,5993.87,4863,18.87
V003,Olympian Star,Feeder,8,1500,2013-12-01,2013,12,6100,Spot,KMTC,26.8,3.2,89.44,163480.0,152160.0,5455.0,5865.0,5267.5,5072,3.59
V003,Olympian Star,Feeder,9,1500,2014-01-01,2014,1,5764,Time Charter,Wan Hai Lines,26.9,3.1,89.54,155052.0,151380.0,0.0,3672.0,5168.4,5046,2.37
V003,Olympian Star,Feeder,9,1500,2014-02-01,2014,2,5815,Time Charter,HMM,26.5,3.5,88.48,154098.0,149790.0,0.0,4308.0,5136.6,4993,2.8
V003,Olympian Star,Feeder,9,1500,2014-03-01,2014,3,6207,Time Charter,Maersk Line,26.3,3.7,87.76,163244.0,145350.0,0.0,17894.0,5441.47,4845,10.96
V003,Olympian Star,Feeder,9,1500,2014-04-01,2014,4,5988,Time Charter,Wan Hai Lines,26.0,4.0,86.58,155688.0,143220.0,0.0,12468.0,5189.6,4774,8.01
V003,Olympian Star,Feeder,9,1500,2014-05-01,2014,5,5664,Time Charter,Sinokor Merchant Marine,26.6,3.4,88.81,150662.0,155790.0,0.0,-5128.0,5022.07,5193,-3.4
V003,Olympian Star,Feeder,9,1500,2014-06-01,2014,6,5922,Time Charter,HMM,25.8,4.2,86.05,152788.0,147420.0,0.0,5368.0,5092.93,4914,3.51
V003,Olympian Star,Feeder,9,1500,2014-07-01,2014,7,5713,Time Charter,Evergreen Marine,26.6,3.4,88.82,151966.0,150960.0,0.0,1006.0,5065.53,5032,0.66
V003,Olympian Star,Feeder,9,1500,2014-08-01,2014,8,5894,Time Charter,Pacific International Lines,27.1,2.9,90.17,159727.0,147450.0,0.0,12277.0,5324.23,4915,7.69
V003,Olympian Star,Feeder,9,1500,2014-09-01,2014,9,5236,Time Charter,Wan Hai Lines,26.6,3.4,88.77,139278.0,149640.0,0.0,-10362.0,4642.6,4988,-7.44
V003,Olympian Star,Feeder,9,1500,2014-10-01,2014,10,5324,Time Charter,MSC,26.7,3.3,89.02,142151.0,149550.0,0.0,-7399.0,4738.37,4985,-5.21
V003,Olympian Star,Feeder,9,1500,2014-11-01,2014,11,5275,Spot,Pacific International Lines,26.5,3.5,88.27,139788.0,149970.0,7887.0,-18069.0,4396.7,4999,-12.93
V003,Olympian Star,Feeder,9,1500,2014-12-01,2014,12,4854,Spot,CMA CGM,27.0,3.0,89.87,131058.0,151260.0,7850.0,-28052.0,4106.93,5042,-21.4
V003,Olympian Star,Feeder,10,1500,2015-01-01,2015,1,5195,Time Charter,Evergreen Marine,26.1,3.9,87.0,135590.0,154590.0,0.0,-19000.0,4519.67,5153,-14.01
V003,Olympian Star,Feeder,10,1500,2015-02-01,2015,2,5132,Time Charter,MSC,25.8,4.2,86.13,132406.0,146580.0,0.0,-14174.0,4413.53,4886,-10.7
V003,Olympian Star,Feeder,10,1500,2015-03-01,2015,3,4925,Time Charter,Pacific International Lines,26.1,3.9,87.17,128542.0,148620.0,0.0,-20078.0,4284.73,4954,-15.62
V003,Olympian Star,Feeder,10,1500,2015-04-01,2015,4,4769,Time Charter,MSC,26.4,3.6,87.87,125902.0,157980.0,0.0,-32078.0,4196.73,5266,-25.48
V003,Olympian Star,Feeder,10,1500,2015-05-01,2015,5,4280,Spot,Zim Integrated Shipping,26.0,4.0,86.83,111280.0,157860.0,5007.0,-51587.0,3542.43,5262,-46.36
V003,Olympian Star,Feeder,10,1500,2015-06-01,2015,6,4460,Spot,HMM,26.2,3.8,87.43,116852.0,155220.0,5989.0,-44357.0,3695.43,5174,-37.96
V003,Olympian Star,Feeder,10,1500,2015-07-01,2015,7,4427,Time Charter,CMA CGM,26.7,3.3,88.94,118201.0,153510.0,0.0,-35309.0,3940.03,5117,-29.87
V003,Olympian Star,Feeder,10,1500,2015-08-01,2015,8,4123,Time Charter,Evergreen Marine,26.6,3.4,88.67,109672.0,147120.0,0.0,-37448.0,3655.73,4904,-34.15
V003,Olympian Star,Feeder,10,1500,2015-09-01,2015,9,4256,Time Charter,Evergreen Marine,26.0,4.0,86.82,110656.0,156300.0,0.0,-45644.0,3688.53,5210,-41.25
V003,Olympian Star,Feeder,10,1500,2015-10-01,2015,10,4332,Time Charter,PIL,26.4,3.6,88.03,114365.0,159660.0,0.0,-45295.0,3812.17,5322,-39.61
V003,Olympian Star,Feeder,10,1500,2015-11-01,2015,11,4741,Time Charter,COSCO Shipping,26.1,3.9,87.0,123740.0,149940.0,0.0,-26200.0,4124.67,4998,-21.17
V003,Olympian Star,Feeder,10,1500,2015-12-01,2015,12,4018,Time Charter,Zim Integrated Shipping,26.4,3.6,88.13,106075.0,151110.0,0.0,-45035.0,3535.83,5037,-42.46
V003,Olympian Star,Feeder,11,1500,2016-01-01,2016,1,3772,Spot,Hapag-Lloyd,24.5,5.5,81.59,92414.0,162300.0,5204.0,-75090.0,2907.0,5410,-81.25
V003,Olympian Star,Feeder,11,1500,2016-02-01,2016,2,3714,Time Charter,COSCO Shipping,24.6,5.4,81.97,91364.0,156930.0,0.0,-65566.0,3045.47,5231,-71.76
V003,Olympian Star,Feeder,11,1500,2016-03-01,2016,3,3212,Time Charter,Wan Hai Lines,24.7,5.3,82.31,79336.0,157080.0,0.0,-77744.0,2644.53,5236,-97.99
V003,Olympian Star,Feeder,11,1500,2016-04-01,2016,4,3897,Time Charter,Wan Hai Lines,26.5,3.5,88.4,103270.0,162900.0,0.0,-59630.0,3442.33,5430,-57.74
V003,Olympian Star,Feeder,11,1500,2016-05-01,2016,5,4023,Time Charter,Sinokor Merchant Marine,26.5,3.5,88.19,106610.0,153390.0,0.0,-46780.0,3553.67,5113,-43.88
V003,Olympian Star,Feeder,11,1500,2016-06-01,2016,6,4895,Time Charter,Evergreen Marine,26.4,3.6,87.85,129228.0,158970.0,0.0,-29742.0,4307.6,5299,-23.02
V003,Olympian Star,Feeder,11,1500,2016-07-01,2016,7,4100,Spot,HMM,26.3,3.7,87.83,107830.0,163530.0,5139.0,-60839.0,3423.03,5451,-56.42
V003,Olympian Star,Feeder,11,1500,2016-08-01,2016,8,4340,Time Charter,Yang Ming,26.7,3.3,89.01,115878.0,158550.0,0.0,-42672.0,3862.6,5285,-36.82
V003,Olympian Star,Feeder,11,1500,2016-09-01,2016,9,4292,Time Charter,Evergreen Marine,26.4,3.6,88.09,113309.0,161580.0,0.0,-48271.0,3776.97,5386,-42.6
V003,Olympian Star,Feeder,11,1500,2016-10-01,2016,10,4003,Time Charter,Pacific International Lines,26.5,3.5,88.41,106080.0,165270.0,0.0,-59190.0,3536.0,5509,-55.8
V003,Olympian Star,Feeder,11,1500,2016-11-01,2016,11,4848,Time Charter,Pacific International Lines,27.3,2.7,90.98,132350.0,158070.0,0.0,-25720.0,4411.67,5269,-19.43
V003,Olympian Star,Feeder,11,1500,2016-12-01,2016,12,4791,Spot,Sinokor Merchant Marine,26.2,3.8,87.29,125524.0,162720.0,4148.0,-41344.0,4045.87,5424,-32.94
V003,Olympian Star,Feeder,12,1500,2017-01-01,2017,1,4785,Time Charter,Maersk Line,26.7,3.3,89.05,127760.0,173340.0,0.0,-45580.0,4258.67,5778,-35.68
V003,Olympian Star,Feeder,12,1500,2017-02-01,2017,2,4399,Time Charter,MSC,26.4,3.6,88.09,116134.0,165840.0,0.0,-49706.0,3871.13,5528,-42.8
V003,Olympian Star,Feeder,12,1500,2017-03-01,2017,3,5308,Time Charter,Wan Hai Lines,26.3,3.7,87.83,139600.0,166200.0,0.0,-26600.0,4653.33,5540,-19.05
V003,Olympian Star,Feeder,12,1500,2017-04-01,2017,4,4611,Spot,ONE (Ocean Network Express),26.4,3.6,88.03,121730.0,168210.0,6438.0,-52918.0,3843.07,5607,-43.47
V003,Olympian Star,Feeder,12,1500,2017-05-01,2017,5,5422,Time Charter,Sinokor Merchant Marine,26.5,3.5,88.34,143683.0,164370.0,0.0,-20687.0,4789.43,5479,-14.4
V003,Olympian Star,Feeder,12,1500,2017-06-01,2017,6,6155,Spot,Evergreen Marine,26.0,4.0,86.63,160030.0,173310.0,6011.0,-19291.0,5133.97,5777,-12.05
V003,Olympian Star,Feeder,12,1500,2017-07-01,2017,7,5326,Time Charter,Maersk Line,26.8,3.2,89.19,142737.0,168960.0,0.0,-26223.0,4757.9,5632,-18.37
V003,Olympian Star,Feeder,12,1500,2017-08-01,2017,8,5695,Time Charter,Maersk Line,26.6,3.4,88.61,151487.0,167910.0,0.0,-16423.0,5049.57,5597,-10.84
V003,Olympian Star,Feeder,12,1500,2017-09-01,2017,9,6021,Time Charter,Hapag-Lloyd,26.7,3.3,89.03,160761.0,160590.0,0.0,171.0,5358.7,5353,0.11
V003,Olympian Star,Feeder,12,1500,2017-10-01,2017,10,6077,Spot,KMTC,26.4,3.6,88.0,160433.0,163020.0,4206.0,-6793.0,5207.57,5434,-4.23
V003,Olympian Star,Feeder,12,1500,2017-11-01,2017,11,5902,Time Charter,CMA CGM,26.3,3.7,87.56,155223.0,168750.0,0.0,-13527.0,5174.1,5625,-8.71
V003,Olympian Star,Feeder,12,1500,2017-12-01,2017,12,6638,Spot,Wan Hai Lines,26.5,3.5,88.18,175907.0,171930.0,5115.0,-1138.0,5693.07,5731,-0.65
V003,Olympian Star,Feeder,13,1500,2018-01-01,2018,1,6104,Time Charter,Evergreen Marine,25.5,4.5,84.99,155652.0,177030.0,0.0,-21378.0,5188.4,5901,-13.73
V003,Olympian Star,Feeder,13,1500,2018-02-01,2018,2,6762,Spot,CMA CGM,26.2,3.8,87.47,177164.0,180780.0,7633.0,-11249.0,5651.03,6026,-6.35
V003,Olympian Star,Feeder,13,1500,2018-03-01,2018,3,6361,Spot,Zim Integrated Shipping,26.3,3.7,87.72,167294.0,170280.0,4958.0,-7944.0,5411.2,5676,-4.75
V003,Olympian Star,Feeder,13,1500,2018-04-01,2018,4,7248,Spot,Yang Ming,26.3,3.7,87.59,190622.0,183420.0,4580.0,2622.0,6201.4,6114,1.38
V003,Olympian Star,Feeder,13,1500,2018-05-01,2018,5,6594,Spot,HMM,26.4,3.6,87.87,174082.0,180840.0,5958.0,-12716.0,5604.13,6028,-7.3
V003,Olympian Star,Feeder,13,1500,2018-06-01,2018,6,6877,Spot,Zim Integrated Shipping,25.8,4.2,85.89,177427.0,175590.0,7943.0,-6106.0,5649.47,5853,-3.44
V003,Olympian Star,Feeder,13,1500,2018-07-01,2018,7,7350,Time Charter,ONE (Ocean Network Express),26.0,4.0,86.66,191100.0,175830.0,0.0,15270.0,6370.0,5861,7.99
V003,Olympian Star,Feeder,13,1500,2018-08-01,2018,8,6788,Time Charter,HMM,26.0,4.0,86.81,176488.0,172710.0,0.0,3778.0,5882.93,5757,2.14
V003,Olympian Star,Feeder,13,1500,2018-09-01,2018,9,7275,Time Charter,Maersk Line,26.2,3.8,87.42,190605.0,177390.0,0.0,13215.0,6353.5,5913,6.93
V003,Olympian Star,Feeder,13,1500,2018-10-01,2018,10,7748,Spot,MSC,27.6,2.4,92.14,213845.0,175860.0,4968.0,33017.0,6962.57,5862,15.44
V003,Olympian Star,Feeder,13,1500,2018-11-01,2018,11,6974,Time Charter,MSC,26.5,3.5,88.3,184811.0,182640.0,0.0,2171.0,6160.37,6088,1.17
V003,Olympian Star,Feeder,13,1500,2018-12-01,2018,12,7683,Time Charter,Pacific International Lines,27.5,2.5,91.83,211282.0,177990.0,0.0,33292.0,7042.73,5933,15.76
V003,Olympian Star,Feeder,14,1500,2019-01-01,2019,1,7216,Spot,Zim Integrated Shipping,25.7,4.3,85.74,185451.0,180360.0,6689.0,-1598.0,5958.73,6012,-0.86
V003,Olympian Star,Feeder,14,1500,2019-02-01,2019,2,7354,Spot,Pacific International Lines,28.2,1.8,93.94,207383.0,183000.0,7046.0,17337.0,6677.9,6100,8.36
V003,Olympian Star,Feeder,14,1500,2019-03-01,2019,3,6654,Time Charter,CMA CGM,25.9,4.1,86.17,172339.0,187980.0,0.0,-15641.0,5744.63,6266,-9.08
V003,Olympian Star,Feeder,14,1500,2019-04-01,2019,4,6582,Time Charter,HMM,26.1,3.9,87.04,171790.0,186030.0,0.0,-14240.0,5726.33,6201,-8.29
V003,Olympian Star,Feeder,14,1500,2019-05-01,2019,5,7088,Spot,Maersk Line,26.0,4.0,86.72,184288.0,181920.0,4951.0,-2583.0,5977.9,6064,-1.4
V003,Olympian Star,Feeder,14,1500,2019-06-01,2019,6,7006,Time Charter,Sinokor Merchant Marine,26.6,3.4,88.64,186360.0,184260.0,0.0,2100.0,6212.0,6142,1.13
V003,Olympian Star,Feeder,14,1500,2019-07-01,2019,7,6928,Time Charter,Hapag-Lloyd,26.1,3.9,86.96,180821.0,188220.0,0.0,-7399.0,6027.37,6274,-4.09
V003,Olympian Star,Feeder,14,1500,2019-08-01,2019,8,6825,Spot,PIL,26.3,3.7,87.56,179498.0,191400.0,6913.0,-18815.0,5752.83,6380,-10.48
V003,Olympian Star,Feeder,14,1500,2019-09-01,2019,9,6459,Time Charter,HMM,25.9,4.1,86.46,167288.0,185220.0,0.0,-17932.0,5576.27,6174,-10.72
V003,Olympian Star,Feeder,14,1500,2019-10-01,2019,10,6743,Spot,CMA CGM,25.8,4.2,86.02,173969.0,192720.0,5471.0,-24222.0,5616.6,6424,-13.92
V003,Olympian Star,Feeder,14,1500,2019-11-01,2019,11,6654,Time Charter,ONE (Ocean Network Express),26.0,4.0,86.57,173004.0,180990.0,0.0,-7986.0,5766.8,6033,-4.62
V003,Olympian Star,Feeder,14,1500,2019-12-01,2019,12,6281,Time Charter,CMA CGM,25.8,4.2,85.87,162050.0,189420.0,0.0,-27370.0,5401.67,6314,-16.89
V003,Olympian Star,Feeder,15,1500,2020-01-01,2020,1,6628,Time Charter,Maersk Line,25.8,4.2,85.93,171002.0,197640.0,0.0,-26638.0,5700.07,6588,-15.58
V003,Olympian Star,Feeder,15,1500,2020-02-01,2020,2,5930,Time Charter,Evergreen Marine,25.7,4.3,85.53,152401.0,194400.0,0.0,-41999.0,5080.03,6480,-27.56
V003,Olympian Star,Feeder,15,1500,2020-03-01,2020,3,5142,Time Charter,Hapag-Lloyd,26.1,3.9,86.97,134206.0,201660.0,0.0,-67454.0,4473.53,6722,-50.26
V003,Olympian Star,Feeder,15,1500,2020-04-01,2020,4,5860,Time Charter,Pacific International Lines,26.0,4.0,86.5,152360.0,193770.0,0.0,-41410.0,5078.67,6459,-27.18
